title,max_players,genres,publisher,review_score,sales,price,console,age_rating,year,average_length
Fantastic Four: Rise of the Silver Surfer,4,Action,2K,47,0.1,14.95,PlayStation 3,M,2007,7.6
Need for Speed Underground: Rivals,4,Racing / Driving,EA,74,0.73,17.95,Sony PSP,E,2005,22.3666666666667
Pokemon Dash,1,Racing / Driving,Nintendo,46,0.22,24.95,Nintendo DS,T,2004,3.83333333333333
Alone in the Dark,1,"Action,Adventure,Racing / Driving",Atari,39,0.09,14.95,Nintendo Wii,T,2008,6.6
Mystery Case Files: MillionHeir,1,Adventure,Nintendo,65,0.76,17.95,Nintendo DS,T,2008,8.03333333333333
The Sims 2: Castaway,1,Simulation,EA,66,0.66,16.95,Nintendo DS,M,2007,8
LEGO Indiana Jones: The Original Adventures,2,Action,,78,1.42,16.95,Nintendo Wii,E,2008,15.1333333333333
Pokemon Battle Revolution,4,"Action,Strategy",Nintendo,53,0.81,39.95,Nintendo Wii,T,2006,20.0333333333333
Advance Wars: Dual Strike,1,Strategy,Nintendo,90,0.3,17.95,Nintendo DS,T,2005,70.3666666666667
The Sims 2: Castaway,1,Simulation,EA,64,0.08,17.95,Sony PSP,T,2007,8
DiRT,1,"Racing / Driving,Simulation,Sports",,83,0.16,17.95,PlayStation 3,E,2007,16.0333333333333
Guitar Hero: Aerosmith,1,"Action,Simulation",Activision,73,1.03,14.95,Nintendo Wii,E,2008,11.3
Sega Superstars Tennis,4,Sports,Sega,71,0.28,12.95,Nintendo Wii,E,2008,7.88333333333333
Tom Clancy's Rainbow Six: Vegas,2,Action,Ubisoft,86,0.49,16.95,PlayStation 3,E,2007,9.9
Bangai-O Spirits,1,Action,,83,0.05,14.95,Nintendo DS,M,2008,11.75
Madden NFL 08,4,Sports,EA,81,0.94,9.95,PlayStation 3,T,2007,106
Call of Duty 4: Modern Warfare,4,Action,Activision,94,5.77,29.95,X360,E,2007,8.01666666666667
Dynasty Warriors: Gundam,2,Action,Namco,60,0.15,22.95,PlayStation 3,E,2007,62.0666666666667
The BIGS,1,"Action,Simulation,Sports",2K,72,0.11,16.95,Sony PSP,M,2007,16.8166666666667
Juiced 2: Hot Import Nights,1,Racing / Driving,THQ,72,0.23,13.95,Nintendo DS,T,2007,16.45
The Urbz: Sims in the City,1,Simulation,EA,67,0.41,12.95,Nintendo DS,M,2004,21.9333333333333
F.E.A.R.: First Encounter Assault Recon,1,Action,,85,0.32,17.95,X360,E,2006,9.4
Spider-Man 3,1,Action,Activision,53,0.45,14.95,Nintendo Wii,T,2007,10.8333333333333
Destroy All Humans! Big Willy Unleashed,2,Adventure,THQ,53,0.11,17.95,Nintendo Wii,T,2008,4.5
Spider-Man 3,1,Action,Activision,79,0.44,16.95,Nintendo DS,M,2007,10.8333333333333
Cake Mania,1,Action,,55,0.08,16.95,Nintendo DS,M,2007,6
Star Ocean: First Departure,1,"Action,Role-Playing (RPG)",SquareEnix,74,0.17,17.95,Sony PSP,T,2008,23.2833333333333
Diner Dash,1,Action,,64,0.34,17.95,Nintendo DS,T,2007,5.13333333333333
Need for Speed Underground 2,1,Racing / Driving,EA,65,0.11,22.95,Nintendo DS,T,2005,20.9666666666667
Sid Meier's Civilization: Revolution,1,"Simulation,Strategy",2K,80,0.36,17.95,Nintendo DS,M,2008,14.4
Trauma Center: Second Opinion,1,"Action,Simulation",Nintendo,80,0.28,17.95,Nintendo Wii,T,2006,9.21666666666667
Tom Clancy's EndWar,1,Strategy,Ubisoft,76,0.28,17.95,PlayStation 3,M,2008,14.5333333333333
Link's Crossbow Training,1,Action,Nintendo,68,3.2,14.95,Nintendo Wii,E,2007,2.1
Far Cry 2,1,Action,Ubisoft,85,0.43,19.95,PlayStation 3,T,2008,26
Need for Speed: Most Wanted,1,Racing / Driving,EA,45,0.25,15.95,Nintendo DS,E,2005,14.6
Mega Man ZX Advent,1,Action,Capcom,78,0.22,17.95,Nintendo DS,T,2007,12.8833333333333
Bionicle Heroes,1,Action,Eidos,52,0.03,17.95,Nintendo Wii,T,2007,15.3
Chromehounds,1,"Action,Simulation,Strategy",Sega,71,0.25,14.95,X360,T,2006,32.6666666666667
Medal of Honor: Heroes 2,1,Action,EA,69,0.5,17.95,Sony PSP,E,2007,4.96666666666667
MySims,1,"Simulation,Strategy",EA,68,0.94,17.95,Nintendo Wii,T,2007,7.63333333333333
NHL 07,4,Sports,EA,76,0.14,12.95,Sony PSP,M,2006,9
Rhapsody: A Musical Adventure,1,Role-Playing (RPG),,67,0.03,12.95,Nintendo DS,M,2008,10.6666666666667
Super Monkey Ball: Banana Blitz,4,Action,Sega,74,1,14.95,Nintendo Wii,T,2006,5.31666666666667
Mario vs. Donkey Kong 2: March of the Minis,1,Action,Nintendo,76,0.77,27.95,Nintendo DS,T,2006,5.01666666666667
Advance Wars: Days of Ruin,4,Strategy,Nintendo,86,0.43,17.95,Nintendo DS,E,2008,33.9333333333333
Kane & Lynch: Dead Men,2,Action,Eidos,65,0.38,14.95,X360,E,2007,5.93333333333333
Dragon Ball Z: Supersonic Warriors 2,1,Action,Atari,66,0.13,22.95,Nintendo DS,E,2005,15.0833333333333
Viva Pi$?ata: Pocket Paradise,1,"Simulation,Strategy",THQ,82,0.28,17.95,Nintendo DS,T,2008,20.3333333333333
Brothers in Arms: Hell's Highway,1,Action,Ubisoft,76,0.47,17.95,X360,E,2008,8.96666666666667
WWE SmackDown vs. Raw 2008,1,Sports,THQ,61,0.11,14.95,Nintendo DS,T,2007,25.3166666666667
Infected,1,Action,,74,0.15,17.95,Sony PSP,E,2005,6.66666666666667
Pinball Hall of Fame: The Williams Collection,4,Simulation,,78,0.09,17.95,Sony PSP,T,2008,29.25
WWE Smackdown vs. Raw 2006,4,"Action,Sports",THQ,81,0.38,14.95,Sony PSP,T,2005,19.5
Sonic Rivals,1,"Action,Racing / Driving",Sega,64,0.76,17.95,Sony PSP,T,2006,9.6
Secret Files: Tunguska,2,Adventure,,64,0.02,17.95,Nintendo Wii,M,2008,10.0833333333333
LEGO Batman: The Videogame,2,Action,,74,1.32,17.95,Nintendo Wii,E,2008,17.3333333333333
Pokemon Diamond,1,Role-Playing (RPG),Nintendo,85,6.77,27.95,Nintendo DS,E,2006,101.066666666667
Samurai Warriors: State of War,1,Action,,64,0.07,17.95,Sony PSP,E,2006,10.5
Elebits,4,Action,Konami,75,0.22,14.95,Nintendo Wii,T,2006,8.01666666666667
Valkyria Chronicles,1,"Action,Role-Playing (RPG),Strategy",Sega,86,0.65,24.95,PlayStation 3,T,2008,37.0833333333333
Code Lyoko: Quest for Infinity,1,Action,,58,0.07,17.95,Nintendo Wii,T,2007,5.8
Star Fox Command,1,Action,Nintendo,76,0.39,14.95,Nintendo DS,T,2006,3.7
Harvest Moon: Island of Happiness,1,"Simulation,Strategy",,65,0.42,24.95,Nintendo DS,E,2008,43
Iron Man,1,Action,Sega,44,0.3,17.95,Nintendo Wii,T,2008,5.8
Fire Emblem: Shadow Dragon,1,"Role-Playing (RPG),Strategy",Nintendo,81,0.25,19.95,Nintendo DS,M,2008,23.3166666666667
Amped 3,1,Sports,2K,72,0.13,14.95,X360,E,2005,8.56666666666667
Shrek the Third,1,Adventure,Activision,70,0.28,16.95,Nintendo DS,T,2007,5.11666666666667
Puzzle Quest: Challenge of the Warlords,1,"Role-Playing (RPG),Strategy",,84,0.01,17.95,Sony PSP,T,2007,41.1666666666667
Midnight Club 3: DUB Edition,1,Racing / Driving,Rockstar,74,1.69,14.95,Sony PSP,T,2005,39
Metroid Prime: Hunters,1,Action,Nintendo,85,0.58,27.95,Nintendo DS,E,2006,9.3
Guitar Hero: On Tour,1,"Action,Simulation",Activision,71,2.22,14.95,Nintendo DS,M,2008,24
Bee Movie Game,2,Action,Activision,62,0.32,14.95,Nintendo Wii,E,2007,5.76666666666667
Def Jam: Icon,2,Action,EA,68,0.16,16.95,PlayStation 3,E,2007,8
Metal Gear Ac!d 2,1,Strategy,Konami,80,0.12,12.95,Sony PSP,E,2005,14.8333333333333
Prince of Persia,1,Action,Ubisoft,81,0.53,16.95,X360,T,2008,13.9166666666667
NBA 06,1,Sports,Sony,72,0.22,9.95,Sony PSP,E,2005,4
Banjo-Kazooie: Nuts & Bolts,1,"Action,Adventure,Racing / Driving,Sports",Microsoft,79,0.31,17.95,X360,E,2008,26.9333333333333
Final Fantasy IV,1,Role-Playing (RPG),SquareEnix,85,0.48,17.95,Nintendo DS,T,2007,38.3333333333333
The Sims 2,1,"Simulation,Strategy",EA,65,0.46,14.95,Sony PSP,T,2005,55.9333333333333
Def Jam Fight for NY: The Takeover,1,Action,EA,79,0.09,17.95,Sony PSP,T,2006,5.13333333333333
The Lord of the Rings: The Battle for Middle Ea...,1,Strategy,EA,79,0.27,19.95,X360,T,2006,20.4333333333333
Dragon Ball Z: Burst Limit,2,Action,"Atari,Namco",71,0.22,19.95,PlayStation 3,M,2008,8.05
Guilty Gear XX ? Core,2,Action,,75,0.03,24.95,Nintendo Wii,E,2007,2
Lost Planet: Extreme Condition,1,Action,Capcom,67,0.29,16.95,PlayStation 3,T,2008,8.86666666666667
Trauma Center: Under the Knife,1,"Action,Simulation",Nintendo,81,0.3,15.95,Nintendo DS,T,2005,8.75
Rune Factory 2: A Fantasy Harvest Moon,1,"Action,Role-Playing (RPG),Simulation",,79,0.3,17.95,Nintendo DS,T,2008,66.1333333333333
Open Season,4,Action,Ubisoft,49,0.07,17.95,Nintendo Wii,M,2006,5.46666666666667
Super Monkey Ball: Touch & Roll,1,Action,Sega,63,0.7,15.95,Nintendo DS,T,2005,1.45
AC/DC Live: Rock Band - Track Pack,4,"Action,Simulation",,63,0.19,14.95,X360,M,2008,3.63333333333333
Lost: Via Domus,1,"Action,Adventure",Ubisoft,55,0.15,17.95,X360,M,2008,5.83333333333333
Crackdown,1,"Action,Racing / Driving,Role-Playing (RPG)",Microsoft,83,1.02,14.95,X360,M,2007,16.6666666666667
Castlevania Judgment,2,Action,Konami,49,0.09,17.95,Nintendo Wii,T,2008,7.78333333333333
Condemned 2: Bloodshot,1,"Action,Adventure",Sega,80,0.29,14.95,X360,T,2008,10.15
Mario Kart DS,1,Racing / Driving,Nintendo,91,9.99,29.95,Nintendo DS,E,2005,10.4166666666667
Chrono Trigger,2,Role-Playing (RPG),SquareEnix,92,0.51,17.95,Nintendo DS,T,2008,28.25
Lumines II,2,Strategy,,81,0.12,14.95,Sony PSP,E,2006,14.5
The Settlers,1,Strategy,Ubisoft,39,0.09,17.95,Nintendo DS,T,2007,7.18333333333333
Legendary,1,Action,Atari,50,0.05,19.95,PlayStation 3,E,2008,5.85
Need for Speed: ProStreet,2,Racing / Driving,EA,72,1.1,16.95,X360,T,2007,13.1
Tom Clancy's Rainbow Six: Vegas 2,2,Action,Ubisoft,81,0.67,24.95,PlayStation 3,E,2008,9.9
Fullmetal Alchemist: Dual Sympathy,1,Action,,58,0.05,14.95,Nintendo DS,M,2005,14
Final Fantasy: Crystal Chronicles - Echoes of Time,1,Action,SquareEnix,75,0.11,24.95,Nintendo DS,T,2007,17.9333333333333
Madagascar,1,Adventure,Activision,66,0.27,14.95,Nintendo DS,E,2005,6.68333333333333
Red Steel,4,Action,Ubisoft,63,0.58,14.95,Nintendo Wii,T,2006,8.6
Need for Speed: Most Wanted,2,Racing / Driving,EA,83,0.95,17.95,X360,E,2005,14.6
Ratchet & Clank: Size Matters,1,Action,Sony,85,1.47,14.95,Sony PSP,E,2007,8.01666666666667
LEGO Star Wars: The Complete Saga,1,"Action,Racing / Driving",,80,2.66,17.95,Nintendo DS,E,2007,24.8833333333333
BioShock,1,Action,2K,94,0.53,17.95,PlayStation 3,E,2008,14.6666666666667
Viva Pi$?ata,4,"Simulation,Strategy",Microsoft,84,0.44,16.95,X360,E,2006,38.7
Conflict: Denied Ops,4,Action,Eidos,52,0.09,12.95,X360,T,2008,6.38333333333333
Overlord: Raising Hell,2,"Action,Strategy",,72,0.05,17.95,PlayStation 3,T,2008,21.9833333333333
Disgaea: Afternoon of Darkness,1,"Role-Playing (RPG),Strategy",,87,0.15,17.95,Sony PSP,M,2007,87.5
Apollo Justice: Ace Attorney,1,"Adventure,Simulation",Capcom,78,0.24,24.95,Nintendo DS,T,2008,19.85
Lemmings,1,Strategy,Sony,76,0.11,17.95,Sony PSP,E,2006,20.4333333333333
InuYasha: Secret of the Divine Jewel,1,Role-Playing (RPG),Namco,46,0.09,24.95,Nintendo DS,T,2007,9.56666666666667
Saints Row 2,1,"Action,Racing / Driving",THQ,82,0.81,17.95,PlayStation 3,M,2008,28.1
Feel the Magic XY/XX,1,"Action,Adventure,Racing / Driving,Sports",Sega,75,0.16,8.95,Nintendo DS,T,2004,2.9
Mortal Kombat vs. DC Universe,2,Action,Midway,72,0.98,24.95,X360,M,2008,4.73333333333333
LifeSigns: Surgical Unit,1,"Simulation,Strategy",,61,0.01,22.95,Nintendo DS,T,2005,30.5166666666667
TimeShift,1,Action,,70,0.32,12.95,X360,M,2007,8.5
Rayman Raving Rabbids 2,4,Action,Ubisoft,67,0.84,17.95,Nintendo Wii,T,2007,7.33333333333333
Monster Hunter Freedom 2,1,"Action,Strategy",Capcom,72,0.38,12.95,Sony PSP,T,2007,136.016666666667
Harvey Birdman: Attorney at Law,1,Adventure,Capcom,60,0.06,14.95,Nintendo Wii,M,2008,4.13333333333333
Code Lyoko: Fall of X.A.N.A,1,"Action,Role-Playing (RPG)",,51,0.06,14.95,Nintendo DS,M,2008,15.15
PaRappa the Rapper,1,Action,Sony,67,0.07,12.95,Sony PSP,T,2006,1.7
Rock Band,2,"Action,Simulation",,92,1.4,17.95,Nintendo Wii,T,2008,19.3666666666667
Pokemon Ranger: Shadows of Almia,1,"Action,Role-Playing (RPG)",Nintendo,68,0.99,24.95,Nintendo DS,T,2008,28.75
Midnight Club: Los Angeles,1,Racing / Driving,Rockstar,82,1.09,22.95,PlayStation 3,M,2008,30.6666666666667
The Warriors,1,Action,Rockstar,52,0.24,17.95,Sony PSP,T,2007,12.5666666666667
Stuntman: Ignition,4,"Action,Racing / Driving",THQ,75,0.26,14.95,X360,T,2007,8.2
Afrika,1,"Adventure,Simulation",Sony,63,0.1,47.95,PlayStation 3,T,2008,28.2666666666667
Alone in the Dark,1,"Action,Adventure,Racing / Driving",Atari,58,0.12,14.95,X360,M,2008,6.6
R-Type Command,1,Strategy,,69,0.02,14.95,Sony PSP,M,2007,31.9
The Simpsons Game,1,Action,EA,59,0.23,16.95,Sony PSP,M,2007,1.03333333333333
LEGO Star Wars II: The Original Trilogy,1,Action,EA,47,1.02,17.95,Nintendo DS,E,2006,17.55
Gran Turismo 5: Prologue,2,"Racing / Driving,Simulation",Sony,80,1.31,24.95,PlayStation 3,E,2007,13.9333333333333
Worms: Open Warfare,1,"Action,Strategy",THQ,64,0.05,17.95,Nintendo DS,E,2006,9.11666666666667
Dragon Quest V: Hand of the Heavenly Bride,1,Role-Playing (RPG),SquareEnix,84,0.12,29.95,Nintendo DS,T,2008,34.8333333333333
Burnout Legends,1,"Action,Racing / Driving",EA,38,0.16,17.95,Nintendo DS,E,2005,12.8333333333333
Blue Dragon,1,Role-Playing (RPG),Microsoft,79,0.27,14.95,X360,T,2006,59.9166666666667
Blitz: The League II,2,"Action,Sports",Midway,62,0.09,14.95,PlayStation 3,M,2008,20
TNA iMPACT!,4,Sports,Midway,62,0.26,14.95,X360,M,2008,15.8833333333333
Lock's Quest,1,"Action,Adventure,Strategy",THQ,80,0.06,14.95,Nintendo DS,E,2008,14.9
Sprung,1,Adventure,Ubisoft,48,0.06,8.95,Nintendo DS,E,2004,17.75
Madagascar: Escape 2 Africa,4,Action,Activision,62,0.1,19.95,X360,T,2008,6.5
Tom Clancy's Ghost Recon: Advanced Warfighter,4,Action,Ubisoft,90,1.46,14.95,X360,E,2006,8.66666666666667
NHL 09 ,1,Sports,EA,88,0.48,14.95,X360,E,2008,26.6666666666667
Blazing Angels 2: Secret Missions of WWII,2,Action,Ubisoft,70,0.08,22.95,PlayStation 3,T,2007,13
Tekken: Dark Resurrection,1,Action,"Namco,Sony",88,0.81,17.95,Sony PSP,E,2006,22.65
Custom Robo Arena,1,"Action,Role-Playing (RPG)",Nintendo,74,0.01,17.95,Nintendo DS,T,2006,24.0333333333333
Battlefield: Bad Company,1,Action,EA,83,0.83,16.95,X360,E,2008,8.26666666666667
Tiger Woods PGA Tour 07,1,Sports,EA,78,0.21,12.95,Sony PSP,E,2006,10
Big Brain Academy: Wii Degree,8,Action,Nintendo,68,1.1,19.95,Nintendo Wii,M,2007,20
Kingdom of Paradise,2,"Action,Role-Playing (RPG)",Sony,72,0.13,12.95,Sony PSP,E,2005,23
Tom Clancy's Rainbow Six: Vegas 2,2,Action,Ubisoft,82,1.61,16.95,X360,M,2008,9.9
Brothers in Arms DS,1,Action,Ubisoft,72,0.04,17.95,Nintendo DS,E,2007,6.33333333333333
Tony Hawk's American Wasteland,1,Sports,Activision,75,0.29,14.95,X360,E,2005,12.8833333333333
No More Heroes,1,"Action,Racing / Driving",Ubisoft,83,0.29,17.95,Nintendo Wii,M,2007,14.6333333333333
Power Stone Collection,1,Action,Capcom,74,0.08,14.95,Sony PSP,M,2006,8.36666666666667
SBK: Snowboard Kids,1,"Action,Sports",,63,0.02,19.95,Nintendo DS,E,2006,6.31666666666667
Mario Strikers Charged,4,"Action,Sports",Nintendo,79,0.93,29.95,Nintendo Wii,E,2007,11.9833333333333
GoldenEye: Rogue Agent,1,Action,EA,58,0.11,14.95,Nintendo DS,T,2005,9.41666666666667
Pac-Man World Rally,1,"Action,Racing / Driving",Namco,51,0.04,17.95,Sony PSP,T,2006,2.75
Metal Gear Solid: Portable Ops,1,"Action,Strategy",Konami,87,0.39,17.95,Sony PSP,T,2006,13.35
Battlefield 2: Modern Combat,4,Action,EA,77,0.36,16.95,X360,E,2005,7.31666666666667
Time Crisis 4,2,Action,Namco,60,0.33,24.95,PlayStation 3,M,2007,1.21666666666667
Wall-E,4,Action,THQ,51,0.48,17.95,Nintendo Wii,E,2008,7.35
Pokemon Trozei!,1,Strategy,Nintendo,74,0.26,19.95,Nintendo DS,E,2005,3.23333333333333
Mirror's Edge,1,Action,EA,79,0.5,14.95,X360,T,2008,7.01666666666667
Turning Point: Fall of Liberty,1,Action,,43,0.24,7.95,X360,M,2008,5.11666666666667
Dead to Rights: Reckoning,1,Action,Namco,54,0.13,14.95,Sony PSP,E,2005,3.1
Lair,1,Action,Sony,53,0.35,19.95,PlayStation 3,E,2007,9.28333333333333
Soulcalibur Legends,2,Action,Namco,52,0.16,16.95,Nintendo Wii,E,2007,10.0333333333333
Justice League Heroes,1,Action,,72,0.17,17.95,Sony PSP,M,2006,10.3666666666667
Tenchu Z,1,Action,Microsoft,56,0.28,14.95,X360,E,2006,34.0333333333333
Unreal Tournament III,2,Action,Midway,82,0.23,14.95,X360,M,2008,14.0666666666667
Eternal Sonata,2,Role-Playing (RPG),Namco,80,0.14,24.95,PlayStation 3,M,2008,38.15
Animal Crossing: City Folk,1,Simulation,Nintendo,73,1.78,29.95,Nintendo Wii,T,2008,191.25
Dokapon Kingdom,1,"Role-Playing (RPG),Strategy",,72,0.12,17.95,Nintendo Wii,M,2008,24.5333333333333
Asphalt: Urban GT,1,"Racing / Driving,Simulation",Ubisoft,60,0.11,14.95,Nintendo DS,E,2004,12.4
Yoshi Touch & Go,1,Action,Nintendo,73,0.36,17.95,Nintendo DS,T,2005,4.5
Condemned: Criminal Origins,1,"Action,Adventure",Sega,81,0.33,14.95,X360,E,2005,8.16666666666667
College Hoops 2K6,1,Sports,2K,70,0.11,6.95,X360,E,2006,1.55
NBA 2K8 ,1,Sports,2K,81,0.83,9.95,X360,M,2007,4
Eragon,4,Action,,59,0.11,14.95,Sony PSP,E,2006,8.83333333333333
Call of Duty 3,1,Action,Activision,80,0.52,19.95,PlayStation 3,T,2006,8.81666666666667
Eternal Sonata,1,Role-Playing (RPG),Namco,79,0.15,27.95,X360,M,2007,38.15
Tom Clancy's EndWar,1,Strategy,Ubisoft,77,0.56,16.95,X360,E,2008,14.5333333333333
Platypus,2,Action,,59,0.01,14.95,Sony PSP,T,2006,1.43333333333333
Fallout 3,1,"Action,Role-Playing (RPG)",,93,2.44,17.95,X360,T,2008,60.0666666666667
Spider-Man: Web of Shadows,1,Action,Activision,67,0.2,24.95,PlayStation 3,E,2008,12.5666666666667
The Simpsons Game,2,Action,EA,71,0.55,17.95,X360,T,2007,1.03333333333333
